Big Game,2010,Puff Hanny,0.06,Action|Adventure
Tokyo Drifter (Tôkyô nagaremono),2007,Robbin Hudd,6.3,Action|Crime|Drama
Free Radicals (Böse Zellen),1967,Francesco Derrington,4.06,Drama
Night in the Life of Jimmy Reardon. A,2003,Duff Breukelman,3.8,Comedy|Romance
"What""s New. Pussycat",1995,Kaia MacPherson,7.44,Comedy
Rx,2006,Anallese Gwillym,5.76,Crime|Romance|Thriller
Return to Me,1997,Kelly Sollitt,2.78,Drama|Romance
Armless,2011,Sigismundo Betke,2.84,Comedy
Unfair Competition (Concorrenza sleale),2011,Suzanne Gregs,0.83,Drama|War
Happy Poet. The,1984,Arvie Hindrich,8.8,Comedy|Drama|Romance
Phoenix,2012,Alix Savery,5.37,Crime|Drama
Under the Sand,1995,Cariotta Brunel,9.45,Drama
Quarantine 2: Terminal,1996,Rutter Burdekin,8.14,Horror|Mystery|Sci-Fi
Now. Voyager,2009,Ines Stango,5.22,Drama|Romance
Clock. The,1992,Orly Cawood,2.82,Adventure|Drama|Romance
Slumber Party Massacre. The,1999,Janessa Foxwell,6.05,Horror
Clockwise,2008,Julia Pree,3.1,Comedy
David Cross: Let America Laugh,1998,Cleopatra De Dantesie,4.96,Comedy|Documentary
Linda Linda Linda,2008,Shelby Stapells,3.96,Comedy|Drama
Graffiti Bridge,1990,Reba Fellgate,1.17,Drama|Musical
Lemmy,1995,Roderick Iannuzzi,1.75,Documentary
Dark Water,2004,Mack Izakov,2.84,Drama|Horror|Thriller
Escaflowne: The Movie (Escaflowne),2000,Othilia Pepon,8.92,Action|Adventure|Animation|Drama|Fantasy
Score: A Hockey Musical,2011,Sher Moulsdall,4.53,Comedy|Musical
Pirates,2006,Ase Caulfield,8.85,Adventure|Comedy
Journey of August King. The,1996,Arlyn Taffs,1.58,Drama
Triumph of the Spirit,1998,Dena Glennard,9.51,Drama
Lawnmower Man. The,2012,Lilian Surpliss,4.26,Action|Horror|Sci-Fi|Thriller
Crimes of Fashion,2004,Petronia Dyter,4.25,Comedy
Grudge Match,2011,Hubey Bentham3,0.5,Comedy
The Robot vs. the Aztec Mummy,2008,Dukie Varndell,2.18,Horror|Sci-Fi
Woman of Affairs. A,1999,Deanna Ballaam,6.53,Drama
Ziegfeld Follies,1996,Morgana Haggerty,4.9,Comedy|Musical
Fortune Cookie. The,2006,Salvador Karys,8.19,Comedy|Drama|Romance
The Perfect World of Kai,2012,Eunice Carroll,2.2,Animation|Drama
The Last Shark,2012,Teirtza Zuanelli,0.83,Adventure|Horror|Thriller
Babysitter Wanted,2011,Lutero Casely,4.88,Horror|Thriller
Three Outlaw Samurai (Sanbiki no samurai),2011,Bliss Grigorini,6.12,Action|Drama
Earth (Zemlya),2007,Julianna Upston,2.61,Drama
"Jet Li""s Fearless (Huo Yuan Jia)",1993,Riva Davydenko,4.45,Action|Drama
"Leo""s Room (Cuarto de Leo. El)",1990,Keenan Tytcomb,4.74,Drama
Angels in America,2006,Ring Roydon,9.12,Drama|Fantasy
Squid and the Whale. The,1994,Paige Tebbet,2.08,Comedy|Drama
The Voices,2011,Rik Sansam,5.16,Comedy|Crime|Thriller
Scott Pilgrim vs. the World,1999,Cyb Stansbie,5.03,Action|Comedy|Fantasy|Musical|Romance
Mystery Team,1999,Gilbertine Giovannardi,2.77,Comedy|Crime|Mystery
Payday,2000,Danna Cardis,1.02,Drama
Lovers on the Bridge. The (Amants du Pont-Neuf. Les),1994,Myrtice Dormer,7.8,Drama|Romance
To the Limit (Am Limit),2006,Cybil Ashpole,0.01,Documentary
Victory (a.k.a. Escape to Victory),2011,Christean Plunkett,2.98,Action|Drama|War
Twilight Zone: The Movie,2006,Conrade Redhole,3.85,Fantasy|Horror|Sci-Fi|Thriller
Call Northside 777,2007,Danette Campanelle,5.39,Crime|Drama|Film-Noir
Insider. The,2003,Shel Drei,5.26,Drama|Thriller
Halloween Tree. The,2008,Delmar Crombleholme,6.93,Animation|Children
Betrayal. The (Nerakhoon),1993,Bayard Culpan,1.41,Documentary
Point Blank (À bout portant),1965,Paulie Wagenen,9.2,Action|Crime|Thriller
Boy on a Dolphin,2008,Beverley Halbord,7.56,Adventure|Romance
Glenn Killing på Berns,1996,Janice Ceely,5.89,Comedy
Lightning Jack,2007,Isahella Dohmann,6.2,Comedy|Western
American Roulette,1987,Irita Kimberley,9.17,Thriller
Kid With a Bike. The (Le gamin au vélo),1985,Susette Kensley,6.71,Drama
Accused (Anklaget),1985,Lexie Gerkens,9.13,Drama
Compulsion,1986,Mignon MacRitchie,6.52,Drama|Thriller
Scared Shrekless,2010,Giovanni Havill,2.4,Adventure|Animation|Comedy
Bordertown,1993,Nichol Niblock,0.89,Crime|Drama
Private Life of Henry VIII. The,1993,Filide Souley,6.63,Comedy|Drama
Finding Normal,1995,Herman MacGahey,2.4,Comedy|Romance
Yo Yo (Yoyo),1998,Lita Vise,8.85,Comedy|Drama|Romance
Enter Arsene Lupin,1999,Grange Shadrack,8.7,Crime|Drama
David Cross: Let America Laugh,1993,Fonz Joscelyn,6.05,Comedy|Documentary
Greatest. The,2007,Mariele Coomer,0.51,Drama|Romance
Moon Warriors. The (Zhan shen chuan shuo),1993,Lizzy Kleinberer,2.2,Action|Adventure
Arthur,2008,Whit Albon,8.84,Comedy
The Raid: Redemption,1994,Hestia Benet,7.53,Action|Crime
Deepstar Six,1983,Lorri Brazener,3.68,Horror|Sci-Fi|Thriller
Daddy and Them,1991,Salomi Densell,0.29,Comedy|Drama
Private Life of Henry VIII. The,2001,Alastair Farnall,9.22,Comedy|Drama
Audition (Konkurs),2012,Ulysses Vogelein,5.93,Documentary
Kuffs,2009,Tyson Pering,6.92,Action|Comedy|Crime
Trotsky. The,2010,Beilul Stammirs,7.87,Comedy
Music Box. The,2002,Archer Sindall,3.09,Comedy
Tuff Turf,2013,Isadora Zeal,9.05,Drama
Eat Sleep Die (Äta sova dö),2005,Hewie Meates,8.09,Drama
Frankenfish,2010,Britt Brickham,5.49,Action|Comedy|Horror|Sci-Fi|Thriller
Adventures of Huckleberry Finn. The,2011,Starlin Bigglestone,0.88,Adventure|Children
Saboteur,1984,Iris Luck,7.79,Mystery|Thriller
Days of Being Wild (A Fei jingjyuhn),2007,Sue Campanelle,2.41,Drama|Romance
Deliver Us from Evil,1994,Imelda Currer,0.62,Crime|Horror|Thriller
Nine Dead,2004,Edward Barthrop,5.99,Crime|Mystery|Thriller
Zu: Warriors from the Magic Mountain (Xin shu shan jian ke),2002,Ronalda Sharrier,5.94,Action|Adventure|Fantasy|Horror
Daniel Deronda,1995,Burty Spellman,5.47,Drama|Romance
Switching Channels,2012,Roosevelt Wiley,2.68,Comedy
"Winter""s Bone",1999,Tomkin Impleton,6.56,Drama|Thriller
Pauline & Paulette (Pauline en Paulette),1994,Livvyy Giacomuzzo,0.57,Comedy|Drama
Two of a Kind,2001,Effie Rattenberie,1.47,Comedy|Fantasy|Romance
Pirate. The,2004,Hanni Litherland,2.83,Adventure|Comedy|Musical|Romance
Day After. The,1984,Almira Kintzel,4.77,Drama|Sci-Fi
3 Bad Men,1993,Fannie Ropert,2.06,Western
Villain. The (Ek Villain),2006,Harrison Olek,8.98,Action|Romance|Thriller
Rio 2,2011,Shayla Kenvin,2.36,Adventure|Animation|Children|Comedy
Return to Paradise,2010,Jarred Rosbottom,2.28,Crime|Drama|Romance|Thriller
28 Days Later,1993,Lydie Branni,8.84,Action|Horror|Sci-Fi
Pet Sematary,2012,Nikolaus Mace,0.06,Horror
Battle of the Bulge,2010,Mufi Ilbert,7.44,Action|Drama|War
White Reindeer. The (Valkoinen peura),1998,Aymer Casperri,7.42,Drama|Fantasy|Horror
Case Against 8. The,1994,Asher Mattusevich,2.65,Documentary
Born Romantic,2011,Haven Strowger,9.26,Comedy|Drama|Romance
Highlander: Endgame (Highlander IV),2003,Glynn Larraway,6.09,Action|Adventure|Fantasy
Mystery of Picasso. The (Le mystère Picasso),2009,Lodovico Relfe,8.42,Documentary
Pyaar Ka Punchnama,1995,Judas Kinloch,5.95,Comedy|Drama|Romance
Marksman. The,1984,Abagail Kinnoch,5.8,Action|Adventure|Thriller|War
What Price Hollywood?,2010,Maryellen Kasman,8.04,Drama
Bad Country,2013,Vanna Mollitt,1.07,Action|Crime|Drama|Thriller
Woman in the Moon (By Rocket to the Moon) (Frau im Mond),2010,Grazia Poyle,5.28,Comedy|Drama|Romance|Sci-Fi
Replicant,1985,Laurice Roseblade,6.46,Action|Sci-Fi|Thriller
London Paris New York,2000,Bobbie Deyenhardt,9.5,Romance
Very Brady Sequel. A,1997,Gabriela Fardy,1.67,Comedy
1990: The Bronx Warriors (1990: I guerrieri del Bronx),2000,Shae Yukhnevich,7.85,Action|Sci-Fi
Ted,2003,Filide Hagart,2.5,Comedy|Fantasy
"Blackadder""s Christmas Carol",2005,Amil Broomer,3.72,Comedy
Prophecy II. The,2001,Sadie Ronaldson,9.51,Horror
"Charlotte""s Web 2: Wilbur""s Great Adventure",2000,Gothart Kurtis,8.1,Adventure|Animation|Children
Forever Strong,2010,Huey Borman,2.72,Drama
Hour of the Wolf (Vargtimmen),1992,Josselyn Duker,3.16,Drama|Horror
Full Moon High,2006,Elke Galiford,9.14,Comedy|Fantasy|Horror
Chouchou,1997,Javier Dewsbury,0.87,Comedy
Girls on Top,2005,Raymond Elwell,3.43,Comedy
Stella Does Tricks,1991,Gabrila Chipchase,4.33,Drama
Sheepman. The,1990,Deanne Kirgan,0.51,Comedy|Western
Neurons to Nirvana,1984,Adrienne Monkleigh,7.75,Documentary
Jekyll & Hyde... Together Again,2007,Sibelle Brinsford,6.04,Comedy|Sci-Fi
Yojimbo,2004,Sonnie Rafferty,5.75,Action|Adventure
Mulberry Street,1978,Marcelle Welfare,9.19,Action|Horror|Thriller
Bigger Than Life,1996,Kally MacGarvey,2.22,Drama|Mystery|Thriller
My Friend Irma Goes West,1994,Noell Guerrero,9.8,Comedy|Crime|Musical
Tavarataivas,2005,Cullan Edmeades,1.14,Documentary
Sheep Eaters (Lampaansyöjät),1987,Editha Este,0.38,Comedy|Drama
Painted Lady,1992,Adolphe Plowell,8.28,Crime|Drama|Thriller
Maxed Out: Hard Times. Easy Credit and the Era of Predatory Lenders,2009,Zsa zsa Aspinal,2.66,Documentary
Delgo,2001,Thacher Botwright,7.97,Adventure|Animation|Comedy|Fantasy|Romance
Shattered Image,1994,Ingra Claricoats,9.31,Drama|Thriller
"Tyler Perry""s Madea""s Big Happy Family",1991,Selina Glanester,9.57,Comedy|Drama
Seven Years in Tibet,2001,Roley Ragless,9.84,Adventure|Drama|War
Glimpse Inside the Mind of Charles Swan III. A,2002,Si Fothergill,6.67,Comedy
Autobiography of Miss Jane Pittman. The,2006,Imogen Tidbald,4.38,Drama
On Guard (Bossu. Le),1995,Donovan Skyrm,9.12,Adventure|Drama
Goodbye First Love,1986,Myrna Rubinowitz,7.4,Drama|Romance
Band Baaja Baaraat,1980,Carly Cauldwell,6.03,Comedy|Drama|Musical
Lock Up,1994,Cooper Bayman,5.77,Action|Adventure|Crime|Drama|Thriller
Mina Tannenbaum,2011,Gamaliel Greaves,0.32,Drama
Why We Fight,1993,Latrina Zorzenoni,3.82,Documentary
Heart of a Lion,1992,Knox Corteis,9.97,Comedy|Drama|Romance
Six in Paris (Paris vu par...),2012,Bogey Jancso,9.15,Drama|Romance
Scarlet Pimpernel. The,2002,Derward Ariss,8.71,Action|Drama|Romance
Buddies (Colegas),2006,Lawrence Scadding,1.39,Adventure|Comedy
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),2011,Sibel Barsby,5.86,Action|Adventure|Comedy|Thriller
Evilenko,1986,Roxine Kleingrub,4.59,Crime|Horror|Thriller
To the Shores of Tripoli,2006,Zackariah Calvey,5.34,Drama|Romance|War
Almost Man. The (Mer eller mindre mann),2002,Andeee Strelitz,3.57,Comedy|Drama
Dear Diary (Caro Diario),1972,Ronalda Niemetz,3.2,Comedy|Drama
Desperadoes. The,1988,Karla Pash,8.21,Romance|Western
Boondock Saints II: All Saints Day. The,1985,Reese Klagges,4.26,Action|Crime|Drama|Thriller
Shrink,2013,Maighdiln Pollicatt,3.51,Drama
He Loves Me... He Loves Me Not (À la folie... pas du tout),2007,Annemarie Meadway,1.41,Romance|Thriller
Place Called Chiapas. A,2000,Fidelio Garvie,4.14,Documentary
Sunset,2012,Chickie Inkpen,4.35,Action|Comedy|Thriller|Western
Comic Book Villains,1998,Earl See,6.84,Comedy
Horrible Bosses 2,2008,Renell Leverett,3.42,Comedy|Crime
Little Thief. The (La petite voleuse),1989,Hymie Rosbotham,2.13,Crime|Drama|Romance
My Life So Far,2012,Maynord Meek,2.44,Drama
Castaway on the Moon (Kimssi pyoryugi),2001,Maximo Sulley,4.9,Comedy|Drama|Romance
The Trip to Squash Land,2006,Melli Edie,9.64,Animation
Brief Interviews with Hideous Men,2003,Alfons Menier,2.51,Comedy|Drama
Lords of Salem. The,2009,Antonia Currm,2.34,Horror|Thriller
Eaten Alive,1987,Belvia Blazewski,7.66,Horror
Taxi 3,1997,Xymenes Sedgemond,8.78,Action|Comedy
"Captain Corelli""s Mandolin",1994,Mathilda Havers,2.9,Drama|Romance|War
Backstairs (Hintertreppe),1985,Denney Deuss,7.16,Drama
Boomerang,2012,Nissie Giacubo,0.53,Crime|Drama|Film-Noir
Bachelor in Paradise,1995,Barr Cartlidge,4.76,Comedy|Romance
Puss in Boots (Nagagutsu o haita neko),2005,Eben Hebblethwaite,1.24,Adventure|Animation|Children|Comedy|Fantasy|Romance
Paradise,2004,Angelina Watchorn,5.96,Romance
Royal Scandal. A,1997,Amery Sisey,5.9,Comedy|Drama
What Time Is It There? (Ni neibian jidian),1994,Kit Kilcoyne,2.02,Drama
Story of Mankind. The,1996,Ilyse Waller,0.5,Drama|Fantasy
Hoffa,1999,Farris Sothern,8.53,Crime|Drama
Vengeance Can Wait,1996,Marcella Blum,8.05,Comedy|Drama|Romance
Murder!,1988,Catlaina Dearsley,8.63,Mystery|Thriller
Seventh Heaven (Septième ciel. Le),2003,Jacklyn Turbitt,0.09,Drama|Romance
"Monty Python""s Life of Brian",2007,Sheryl Pinwill,3.0,Comedy
Los Marziano,2007,Hedi Wison,5.33,Comedy|Drama
Pleasure Seekers. The,2012,Vickie Shadfourth,2.95,Comedy|Musical|Romance
Enemy Below. The,1992,Redd Holston,2.44,Action|Drama|War
Rigor Mortis (Geung si),2010,Idaline Hamon,1.99,Action|Drama|Horror
Happening. The,2006,Bryna Ivimey,7.32,Drama|Sci-Fi|Thriller
Alex and Emma,2011,Gray Palay,9.7,Comedy|Drama|Romance
Public Speaking,1985,Zelig Jakeway,9.45,Documentary
Lola (Twinky) (London Affair),1997,Mahmoud Diperaus,0.55,Comedy|Drama|Romance
Mr. Woodcock,1995,Harrie Garthland,1.48,Comedy
MVP: Most Valuable Primate,2004,Cristal Winman,0.01,Comedy
3 Idiots,1998,Fredra Baldacchi,8.38,Comedy|Drama|Romance
Year My Voice Broke. The,1999,Kaila Gapper,5.24,Drama
Hunting Party. The,2001,Errol Morrowe,5.64,Action|Drama|Western
Clueless,2010,Gillan Margiotta,1.26,Comedy|Romance
"Boys Don""t Cry",2010,Collen Norcliff,2.61,Drama
Girl Most Likely,2005,Eada Traise,8.31,Comedy
My Neighbor Totoro (Tonari no Totoro),1997,Mylo Hinchcliffe,3.7,Animation|Children|Drama|Fantasy
Shiro Amakusa. the Christian Rebel (Amakusa Shiro tokisada),1964,Tiffy Hedan,4.69,Drama|War
Tell Them Anything You Want: A Portrait of Maurice Sendak,1984,Rafaelia Tailour,5.52,Documentary
Separate Lies,2011,Budd Louys,8.17,Drama|Romance|Thriller
Get the Gringo,2006,Kahlil Cafferky,8.4,Action|Crime|Drama|Thriller
While She Was Out,2007,Filide Ephson,8.97,Thriller
Taking Lives,2003,Randolf Del Castello,1.79,Crime|Drama|Thriller
Mr. Robinson Crusoe,2008,Jayson Atrill,4.16,Adventure|Comedy
Cherry Orchard. The (Sakura no sono),2011,Lilias Rablin,7.96,Drama
Shopgirl,1984,Gustave Stearne,1.8,Comedy|Drama|Romance
Star!,2012,Christal Goundry,5.56,Musical
Cousin Bette,1992,Glenden Esposi,1.59,Comedy
Wishmaster,2004,Seamus de Lloyd,3.62,Horror
Ex Drummer,1997,Fleur Blencowe,9.18,Comedy|Crime|Drama|Horror
Gilda,2010,Rhody Heakey,1.52,Drama|Film-Noir|Mystery|Romance
V/H/S/2,1999,Steffen Aseef,7.14,Horror|Thriller
Forever. Darling,1994,Pammie Arrol,0.19,Comedy|Fantasy
Blind Swordsman: Zatoichi. The (Zatôichi),2010,Leisha Brosini,3.49,Action|Comedy|Crime|Drama
Cet amour-là,2004,Neddie Beverley,0.26,Drama|Romance
Housemaid. The (Hanyo),2005,Marcie Klamp,2.69,Crime|Drama|Horror
Dabangg 2,1969,Cari Illsley,0.48,Action|Comedy|Drama|Musical|Romance
Robocroc,1988,Angelo Inchan,0.71,Action|Horror
Severe Clear,2012,Andrey Champney,4.61,Comedy|Documentary
Dying of the Light,1993,Nert Skowcraft,8.54,Drama|Thriller
Case Against 8. The,2006,Briant Habbin,6.26,Documentary
Ben X,2008,Wilmer Cornuau,9.79,Drama
Time Stood Still (Il tempo si è fermato),2008,Piper Plessing,3.25,Drama
White Nights,2005,Skylar Seven,2.3,Drama
From Zero to Hero,2002,Kenny Cords,7.89,Comedy|Drama|Romance
Summer Wishes. Winter Dreams,2003,Inez Hurles,5.47,Drama
"Rosemary""s Baby",2010,Darya Braley,9.52,Drama|Horror|Thriller
Frankenstein Must Be Destroyed,2011,Kelsi Tanton,0.46,Drama|Horror|Sci-Fi
Maid in Manhattan,2013,Geralda Shivlin,0.56,Comedy|Romance
Gifted Hands: The Ben Carson Story,1998,Forest Whapples,2.91,Drama
Eternity and a Day (Mia aoniotita kai mia mera),1966,Karoly Tod,0.11,Drama
Three Men and a Little Lady,2004,Odessa Renbold,9.17,Comedy|Romance
Millennium Mambo (Qian xi man po),2006,Oates Baggallay,2.01,Drama|Romance
"Darby O""Gill and the Little People",2001,Christin Winstanley,5.26,Adventure|Children|Fantasy
It! The Terror from Beyond Space,1999,Ingamar Acey,2.61,Horror|Sci-Fi|Thriller
Union Station,1992,Hernando Brands,5.04,Drama|Film-Noir
Westward the Women,1995,Connor Adamo,9.31,Drama|Western
Forces of Nature,2003,Patricia Bazoche,7.3,Comedy|Romance
Rhapsody in Blue,2012,Donall Biset,1.71,Drama|Musical
Vital Signs,1993,Caleb Cometti,2.48,Drama
Cuckoo. The (Kukushka),2000,Waly Winridge,6.35,Comedy|Drama|War
Romantics Anonymous (Les émotifs anonymes),2000,Dyan Linsey,9.43,Comedy|Romance
Brightness (Yeelen),2002,Puff Divine,6.62,Fantasy
Twister,1995,Katharine Ezele,1.27,Comedy
Semper Fi,1997,Reagen Pettican,8.56,Action|Drama
Saint of Fort Washington. The,1989,Lazaro Pighills,0.52,Drama
Witches. The,2007,Marie-ann Dabner,9.6,Children|Fantasy
Married to the Mob,2006,Herminia Cheyney,7.21,Comedy
Lawman,1994,Erinn Aery,5.39,Western
Prince Valiant,2011,Haily Edrich,1.57,Adventure
44500 Max,1978,Fallon Sowerbutts,1.59,Documentary
AM1200,1969,Adele Cowoppe,5.27,Horror
Louie Bluie,1992,Marsha Dictus,5.84,Documentary
Wings of the Dove. The,2002,Jarrett Hatherell,3.54,Drama|Romance
Played,1996,Michel Paladino,0.17,Crime|Thriller
And Now My Love (Toute une vie),1998,Martynne Stickels,7.53,Drama|Romance
Hunted. The,2006,Niki Rickerby,6.69,Action|Drama|Thriller
Since You Went Away,2011,Sissy Hayfield,8.67,Drama|War
Thérèse: The Story of Saint Thérèse of Lisieux,2002,Amata Magill,5.46,Drama
The Miracle of Our Lady of Fatima,2004,Ferrell Galletly,4.39,Drama
"Demons 2 (Dèmoni 2... l""incubo ritorna)",2004,Ibby Fulbrook,5.37,Horror
Lone Ranger and the Lost City of Gold. The,1996,Pam Dalzell,3.67,Adventure|Mystery|Western
Red 2,1989,Ode Caldes,9.27,Action|Comedy|Crime|Thriller
Turning. The,1994,Marys Godfrey,5.95,Drama
Flesh Merchant. The (Wild and Wicked. The),2001,Filip Bewshaw,3.82,Drama
Tube Tales,1999,Alf Ranson,9.28,Drama
Death Warrant,1988,Hannie Simenon,0.71,Action
Julia,2006,Kimberlee Brody,7.38,Drama|Thriller
Convoy,2005,Svend Manhare,9.46,Action|Comedy|Drama
Don Jon,1997,Bethanne Spore,1.57,Comedy|Drama|Romance
Bone,2011,Eydie Runnicles,1.65,Comedy
Frantic,2005,Lonee Merner,2.98,Crime|Mystery|Thriller
Protector. The,2006,Betty Stainburn,7.0,Action|Comedy|Drama|Thriller
Macao,1986,Sibelle Daunay,1.43,Adventure
Two Days. One Night (Deux jours. une nuit),2002,Arley Leathes,7.95,Drama
Tinker Tailor Soldier Spy,2011,Ilka Crebott,3.82,Drama|Film-Noir|Thriller
Monster in the Closet,2003,Michele Comoletti,1.88,Comedy|Horror
"You""ll Never Get Rich",2008,Gordie Penvarden,9.85,Comedy|Musical|Romance
Hammer of the Gods,2005,Frans Prettyjohns,5.49,Action
Russian Specialist. The (Mechanik. The),1998,Adriane Geistbeck,7.34,Action|Drama|Thriller
Children of the Decree (Das Experiment 770 - Gebären auf Befehl),1985,Radcliffe Sketcher,3.78,Documentary
The Last Station,1998,Doy Stanney,5.88,Drama
Easy Living,2008,Justen Teodoro,1.89,Comedy|Romance
Infidel. The,2012,Jed Muscat,1.09,Comedy
"Punk""s Dead: SLC Punk! 2",2011,Flin Rodwell,1.56,Comedy
Anna Nicole (Anna Nicole Smith Story. The),2007,Stearn Bruckman,8.77,Drama
Je. tu. il. elle (I. You. He. She),2002,Tobiah Elgee,3.19,Drama
Bravo Two Zero ,2009,Alaine Crosio,8.04,Adventure|Thriller|War
Late Bloomers,1994,Taite Marrian,7.36,Drama
Me Too (Yo. también),2004,Taddeo Crannis,4.2,Drama
Summer by the River. A (Kuningasjätkä),1985,Mischa Wilden,2.3,Drama
Veronika Decides to Die,2006,Mose Druett,5.75,Drama|Romance
Spring Break Shark Attack,2002,Kain Heavy,8.32,Adventure|Drama|Horror
The Last Gladiators,2002,Bobine Kohn,3.95,Documentary
"I""m So Excited (Los amantes pasajeros)",1994,Sidonia Sellors,2.05,Comedy
Just a Kiss,2002,Jeff Maynell,5.21,Comedy|Romance
Fog. The,2002,Emmie Thridgould,5.02,Action|Horror|Mystery|Thriller
Treasure Planet,1992,Lloyd Wignall,5.47,Adventure|Animation|Children|Sci-Fi|IMAX
Commandments,2010,Rance Stokell,8.13,Romance
Jonas,2009,Micah Malkie,7.16,Comedy
Saw,2001,Marv Bountiff,1.67,Horror|Mystery|Thriller
Agenda: Grinding America Down,1992,Leta Benner,5.6,Documentary
Private Function. A,2011,Celeste Milner,8.68,Comedy
Guelwaar,1995,Alayne Fellman,6.21,Drama
Memento Mori (Yeogo goedam II),1995,Ronalda Hacaud,8.4,Horror
Scar. The (Blizna),1999,"Quinlan D""Ambrogio",6.94,Drama
Border Radio,2012,Tanney Theml,7.87,Drama
I Saw the Devil (Akmareul boatda),2010,"Bernadine O""Hartnedy",8.82,Crime|Thriller
Asphalt,2009,Jonas Ourry,3.45,Drama
Supermensch: The Legend of Shep Gordon,2002,Vallie Bentley,8.87,Documentary
Beer,2008,Victor Bearham,5.27,Comedy
Conan the Barbarian,1999,Lynne Bolin,7.71,Action|Adventure|Fantasy
Stevie Nicks: Live at Red Rocks,2001,Florie Hallatt,3.62,Documentary|Musical
Katyn,1999,Dani Dyzart,1.56,Drama|War
Ripe,1994,Seymour Nineham,5.52,Drama
"Year One. The (L""an 01)",1999,Phoebe Rudiger,6.82,Comedy
Freud: The Secret Passion,2010,Sibella Ricoald,4.85,Drama
Brainscan,2006,Rich Motte,9.61,Comedy|Horror|Sci-Fi|Thriller
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),1993,Lynea Beckhouse,7.89,Action|Adventure|Animation|Children
Rum Diary. The,2008,Phaidra Gerretsen,3.82,Comedy|Drama|Thriller
Opera Jawa,2003,Fifine Sausman,6.26,Musical
Mourning Forest. The (Mogari no mori),2000,Bale Perree,6.14,Drama
Stranger on the Prowl (Imbarco a mezzanotte),2001,Anny Hawler,1.66,Drama
First Wives Club. The,1986,Shelba Bonar,1.84,Comedy
Mannequin,2011,Beatrisa Thorold,0.48,Drama
Vertigo,2013,Doroteya Codner,6.65,Drama|Mystery|Romance|Thriller
Omega Man. The,2010,Marshall Swyndley,2.85,Action|Drama|Sci-Fi|Thriller
Next Stop Wonderland,1985,Meredeth Burgyn,0.72,Comedy|Drama|Romance
Three Strangers,2008,Rupert Diggin,9.71,Crime|Drama
After Porn Ends,1997,Karly Parley,5.56,Documentary
Inevitable Defeat of Mister & Pete. The,2010,Wandie Wisson,8.91,Drama
Story of Luke. The,1992,Jenny Round,4.29,Comedy|Drama
Kiss. The,2011,Alyse Todaro,5.83,Romance
Freeway II: Confessions of a Trickbaby,2004,Isaiah Mothersdale,1.74,Comedy|Crime|Drama|Thriller
G. I. Blues,2008,Emmery Ceresa,6.22,Comedy|Musical|Romance
My Favorite Martian,1984,Brandi Bridgstock,9.05,Comedy|Sci-Fi
Yes Men. The,1992,Edmon Curuclis,6.41,Documentary
Dawn of the Planet of the Apes,1987,Marin Isaak,0.93,Sci-Fi
Inside Job,2002,Minda Shelbourne,2.13,Documentary
Goodbye to Language 3D,1993,Adriana Lago,6.32,Drama
Where the Buffalo Roam,2006,Shirley Barreau,3.19,Comedy
Westworld,1989,Avram Barratt,0.73,Action|Sci-Fi|Thriller|Western
SpaceCamp,2000,Tamra Gundry,5.77,Adventure|Sci-Fi
Cape Fear,2006,Aubine Batstone,6.99,Crime|Drama|Thriller
Fred Claus,2004,Cordy Birchenough,5.29,Children|Comedy|Fantasy
Julius Caesar,1996,Phineas Derill,6.41,Drama
Love & Pop,2006,Lanni Mouse,1.19,Drama
Hell Ride,2012,Neila McCray,8.35,Action|Drama|Thriller
Farewell to Matyora,2004,Shaylyn Matthisson,3.42,Drama
Geronimo: An American Legend,1995,Reinhold Ganny,8.43,Drama|Western
ABC Africa,2013,Dukie Whoolehan,0.96,Documentary
Poison Ivy II,1983,Forest Scholz,5.82,Drama|Thriller
Commune,2004,Harv Alder,6.39,Documentary
Further Gesture. A,2011,Beatriz Coomer,4.91,Drama
Straight Talk,2004,Mathilde Hirth,4.43,Comedy
Spiral,2001,Gibbie Whinray,4.61,Horror
Woman. a Gun and a Noodle Shop. A (San qiang pai an jing qi),2007,Emelina Newbigging,2.47,Comedy|Drama
Master and Margaret. The (Il maestro e Margherita),2001,Alexandro Frangleton,7.28,Drama|Fantasy|Romance
Dr. Jack,1992,Brittany Simond,9.84,Comedy
Son of No One. The,2003,Merrily Grimsey,1.55,Action|Crime|Thriller
Letter for the King. The (Brief voor de koning. De),1991,Madison Hoffman,3.27,Adventure
Awfully Big Adventure. An,2009,Bradford Pacher,3.89,Drama
Dead. The,2006,Lonnie Proctor,8.46,Drama
Beautiful Creatures,1992,Nance Blick,0.11,Drama|Fantasy|Romance
Post Tenebras Lux,2008,Tessy Figge,1.13,Drama
Wishmaster 3: Beyond the Gates of Hell,2005,Anderea Ivancevic,4.17,Fantasy|Horror
Life in a Day,1995,Titus Seymark,4.75,Documentary|Drama
Nightwatching,2012,Delmer Ibbison,3.31,Drama|Mystery
A Patriotic Man,2008,Chiquia Lartice,7.78,Comedy|Drama
Captain Mike Across America (Slacker Uprising),2006,Sissie Liversidge,3.71,Documentary
Open Road. The,1996,Delores Elsmore,4.43,Comedy|Drama
